index;first_name;name;age;numero_securite_sociale
4494;Marc;Macron;119;1 37 11 32 315 167 34
4495;Albert;Leforgeron;66;1 27 03 78 438 594 41
4496;Marc;Lepetit;26;1 81 03 56 121 368 53
4497;Benoit;Dugommier;45;1 12 07 60 444 625 07
4498;Roger;Lepetit;67;1 53 08 82 982 678 61
4499;Albert;Lepetit;71;1 15 06 85 239 771 82
4500;Cyril;Ben;72;1 85 02 38 419 496 57
4501;Nathan;Jack;76;1 22 04 10 782 976 50
4502;Marie;Ruffin;40;1 73 11 66 434 087 10
4503;Margaux;Hammon;46;1 72 06 78 409 535 75
4504;Mathilde;Macron;96;1 06 09 42 986 774 46
4505;Nathan;Leforgeron;45;1 18 06 29 346 629 84
4506;Jean;Leforgeron;57;1 48 11 32 550 288 67
4507;Benoit;Ben;19;1 22 05 83 698 430 27
4508;Mathilde;Valls;92;1 61 04 08 718 289 32
4509;François;Hammon;26;1 48 11 90 776 474 46
4510;Jean;Wilson;72;1 18 09 37 009 636 55
4511;Nathan;Jack;73;1 75 03 89 760 630 08
4512;Marc;Leforgeron;67;1 36 01 61 580 378 60
4513;Jean;Wilson;89;1 56 02 61 086 119 15
4514;Marie;Hammon;38;1 23 07 45 171 424 57
4515;Roger;Wilson;28;1 41 01 34 589 910 30
4516;Roger;Jack;51;1 72 10 51 512 083 37
4517;Benoit;Ruffin;72;1 86 06 46 255 449 42
4518;François;Macron;116;1 54 10 71 443 808 87
4519;Jean;Valls;63;1 67 02 07 969 823 49
4520;Benoit;Ben;34;1 04 10 67 166 897 56
4521;Albert;Dugommier;74;1 14 04 55 536 520 15
4522;Marc;Macron;21;1 25 06 29 541 438 46
4523;François;Macron;100;1 82 02 58 187 358 24
4524;Roger;Jack;53;1 85 03 89 181 340 14
4525;Cyril;Leforgeron;4;1 14 11 46 574 358 16
4526;Margaux;Leforgeron;39;1 06 03 87 376 815 97
4527;Roger;Lepetit;31;1 46 06 06 026 602 55
4528;Roger;Jack;18;1 87 03 44 379 429 13
4529;François;Lepetit;100;1 82 05 39 391 516 20
4530;Nathan;Hammon;68;1 31 03 60 567 550 31
4531;François;Lepetit;110;1 16 02 44 609 642 20
4532;Benoit;Jack;67;1 03 07 14 355 509 31
4533;Marie;Dugommier;18;1 51 09 37 130 157 21
4534;Nathan;Lepetit;40;1 52 11 81 304 982 10
4535;Marc;Ben;96;1 35 04 52 732 929 23
4536;Marc;Hammon;107;1 33 06 07 016 829 79
4537;Mathilde;Macron;73;1 01 04 82 021 522 06
4538;François;Dugommier;65;1 75 04 13 694 208 15
4539;Margaux;Ben;49;1 35 04 43 360 254 23
4540;Albert;Valls;48;1 42 01 62 076 721 66
4541;François;Leforgeron;66;1 74 09 52 450 422 77
4542;Marc;Jack;63;1 05 06 91 078 949 30
4543;Mathilde;Wilson;17;1 36 11 68 484 513 98
4544;Nathan;Macron;78;1 14 07 01 003 089 21
4545;Jean;Lepetit;50;1 08 04 18 237 220 53
4546;Jean;Macron;116;1 11 05 76 868 027 69
4547;Benoit;Ruffin;83;1 38 07 36 940 201 15
4548;Nathan;Macron;64;1 42 02 46 640 560 23
4549;Marie;Lepetit;89;1 31 06 07 371 133 73
4550;Jean;Wilson;53;1 05 11 11 670 384 01
4551;Margaux;Macron;63;1 18 05 05 895 635 48
4552;Mathilde;Leforgeron;52;1 63 09 48 082 529 13
4553;Marie;Ruffin;112;1 75 03 10 382 848 74
4554;Cyril;Hammon;36;1 53 09 22 019 206 15
4555;Albert;Jack;46;1 02 11 39 824 267 64
4556;Marie;Wilson;88;1 35 04 29 148 229 61
4557;Nathan;Jack;26;1 66 07 38 447 639 24
4558;Benoit;Valls;102;1 64 06 36 481 444 92
4559;Cyril;Lepetit;115;1 16 01 74 921 227 05
4560;Margaux;Wilson;94;1 32 09 65 634 519 75
4561;Margaux;Dugommier;12;1 24 07 34 531 179 60
4562;Benoit;Wilson;30;1 41 06 01 817 777 21
4563;Marie;Wilson;19;1 33 03 71 038 727 10
4564;Cyril;Ruffin;14;1 48 05 66 877 370 82
4565;Cyril;Ruffin;21;1 86 01 63 164 655 74
4566;Jean;Dugommier;117;1 68 02 57 525 455 51
4567;Margaux;Ruffin;95;1 15 11 39 877 215 27
4568;Marc;Ruffin;46;1 27 05 52 115 033 11
4569;Roger;Wilson;47;1 63 11 30 082 023 38
4570;Jean;Macron;45;1 76 07 18 923 348 02
4571;Nathan;Hammon;20;1 77 11 10 344 170 31
4572;Albert;Leforgeron;32;1 82 08 54 152 515 12
4573;Marie;Wilson;8;1 75 08 73 321 735 08
4574;Marc;Hammon;11;1 41 03 20 339 964 73
4575;François;Ruffin;63;1 61 03 69 827 360 97
4576;Mathilde;Jack;68;1 32 06 26 012 185 31
4577;Margaux;Dugommier;116;1 73 03 28 393 931 36
4578;Roger;Jack;6;1 16 11 76 992 487 45
4579;Margaux;Dugommier;34;1 57 09 87 177 148 56
4580;Nathan;Macron;1;1 22 01 16 244 738 10
4581;Marc;Lepetit;94;1 33 02 27 740 182 90
4582;Jean;Wilson;89;1 73 07 14 267 209 97
4583;Marie;Ben;50;1 25 06 10 214 619 89
4584;Nathan;Valls;107;1 21 10 77 414 507 46
4585;Jean;Leforgeron;117;1 18 08 38 663 187 73
4586;Marie;Dugommier;38;1 02 11 75 083 776 95
4587;Cyril;Valls;11;1 21 08 91 365 980 70
4588;Jean;Dugommier;53;1 22 04 07 470 268 14
4589;Cyril;Dugommier;78;1 82 01 13 290 328 40
4590;François;Lepetit;22;1 44 01 91 656 052 87
4591;Nathan;Wilson;24;1 35 08 68 802 209 91
4592;Marie;Ruffin;78;1 75 09 51 710 007 72
4593;Albert;Valls;4;1 04 06 64 928 561 16
4594;Roger;Dugommier;51;1 36 04 29 574 426 87
4595;Albert;Dugommier;4;1 37 10 76 109 145 02
4596;Roger;Ben;69;1 21 08 57 438 190 83
4597;Marie;Hammon;74;1 01 10 57 779 567 73
4598;Nathan;Macron;68;1 61 06 51 434 143 10
4599;Nathan;Jack;71;1 15 10 30 620 678 63
4600;François;Valls;7;1 54 06 82 923 645 11
4601;Marie;Hammon;88;1 43 03 75 041 433 92
4602;Mathilde;Macron;34;1 03 05 78 657 769 21
4603;Marc;Wilson;117;1 02 09 21 226 903 33
4604;Albert;Valls;100;1 58 04 70 169 471 64
4605;François;Leforgeron;88;1 22 07 61 329 177 15
4606;Jean;Lepetit;87;1 37 06 91 918 008 30
4607;Mathilde;Ben;41;1 03 03 94 825 130 47
4608;Roger;Ben;83;1 32 01 20 871 079 65
4609;Jean;Lepetit;94;1 83 04 05 870 834 72
4610;Albert;Valls;52;1 11 04 39 136 449 52
4611;Albert;Leforgeron;112;1 11 05 18 799 806 71
4612;Roger;Dugommier;56;1 42 08 44 351 222 54
4613;Marc;Valls;69;1 72 05 13 956 817 94
4614;Marie;Leforgeron;30;1 42 03 13 946 388 68
4615;Roger;Jack;92;1 28 06 47 967 177 11
4616;Marc;Jack;75;1 55 08 41 914 096 65
4617;François;Hammon;65;1 02 06 66 683 831 31
4618;Margaux;Hammon;69;1 45 11 67 835 895 47
4619;Marc;Leforgeron;7;1 14 09 07 873 145 22
4620;Benoit;Ruffin;48;1 78 08 21 060 797 68
4621;Margaux;Hammon;88;1 51 03 56 127 098 85
4622;Marc;Leforgeron;8;1 52 05 38 388 898 29
4623;Margaux;Dugommier;108;1 68 06 64 443 022 15
4624;Mathilde;Jack;60;1 76 05 90 122 131 91
4625;Marie;Wilson;34;1 62 03 61 549 022 86
4626;François;Lepetit;6;1 37 03 71 211 512 22
4627;Jean;Hammon;29;1 45 04 38 483 607 56
4628;François;Jack;64;1 55 09 25 309 723 20
4629;Roger;Jack;37;1 52 05 78 953 218 61
4630;Roger;Hammon;34;1 82 09 59 532 341 10
4631;Roger;Leforgeron;52;1 23 04 18 637 817 55
4632;Roger;Dugommier;67;1 88 06 04 263 580 49
4633;Nathan;Macron;82;1 84 02 74 641 684 33
4634;Marie;Macron;73;1 33 11 53 319 995 94
4635;Jean;Ruffin;16;1 47 11 54 062 996 56
4636;Nathan;Wilson;67;1 27 09 71 603 325 34
4637;Benoit;Macron;25;1 25 05 50 726 868 38
4638;Roger;Jack;44;1 06 10 65 355 090 47
4639;Mathilde;Lepetit;107;1 71 02 82 359 901 87
4640;Nathan;Hammon;75;1 52 11 43 271 415 64
4641;Roger;Hammon;41;1 76 08 60 469 526 10
4642;François;Ruffin;41;1 42 09 69 913 842 74
4643;Roger;Valls;62;1 61 06 38 363 707 32
4644;Mathilde;Ben;96;1 24 07 53 583 467 68
4645;Jean;Jack;17;1 66 02 26 983 906 97
4646;Nathan;Valls;96;1 64 03 11 359 793 54
4647;Marie;Ruffin;67;1 56 09 77 655 187 36
4648;Marie;Wilson;13;1 21 04 28 858 279 88
4649;Cyril;Lepetit;35;1 15 07 88 685 103 90
4650;Marie;Hammon;34;1 62 06 42 860 881 39
4651;François;Lepetit;64;1 86 05 73 123 530 60
4652;Mathilde;Hammon;15;1 07 09 12 528 256 91
4653;Marc;Valls;72;1 04 01 81 065 149 01
4654;Marie;Jack;116;1 57 07 91 114 875 74
4655;Benoit;Hammon;60;1 23 04 67 401 561 26
4656;Jean;Macron;44;1 48 09 58 277 467 14
4657;Benoit;Valls;86;1 15 11 87 315 456 43
4658;Nathan;Hammon;37;1 18 07 04 615 300 21
4659;Cyril;Hammon;14;1 13 01 35 393 315 56
4660;Mathilde;Ben;18;1 82 09 36 772 042 46
4661;Jean;Leforgeron;76;1 08 06 40 495 283 67
4662;Mathilde;Wilson;98;1 12 10 59 101 078 54
4663;Jean;Leforgeron;16;1 27 08 57 599 898 06
4664;Mathilde;Wilson;92;1 66 10 62 107 078 32
4665;Nathan;Leforgeron;46;1 32 10 91 341 427 21
4666;Benoit;Leforgeron;119;1 37 04 19 033 709 72
4667;François;Macron;22;1 34 11 18 948 877 28
4668;Marc;Macron;35;1 11 05 01 759 348 20
4669;Cyril;Jack;61;1 12 05 23 785 692 16
4670;Marc;Ben;57;1 58 01 16 463 816 82
4671;Benoit;Hammon;66;1 73 01 42 355 670 40
4672;Mathilde;Dugommier;8;1 16 11 03 208 908 48
4673;Roger;Ruffin;67;1 43 06 20 989 738 74
4674;Marie;Ruffin;10;1 74 07 55 836 184 91
4675;Margaux;Macron;90;1 81 08 57 163 460 67
4676;Marc;Wilson;51;1 48 06 31 356 726 36
4677;Benoit;Lepetit;119;1 07 08 47 076 830 06
4678;Marie;Leforgeron;71;1 16 01 35 012 895 70
4679;Cyril;Lepetit;97;1 37 05 28 292 095 84
4680;Jean;Macron;109;1 46 04 58 156 476 61
4681;Mathilde;Dugommier;49;1 01 09 32 951 675 14
4682;Marc;Hammon;100;1 05 04 90 476 589 03
4683;Roger;Ruffin;63;1 67 06 17 747 021 08
4684;Mathilde;Valls;90;1 68 04 21 766 135 32
4685;Roger;Wilson;35;1 15 01 22 616 251 58
4686;Marie;Ruffin;40;1 06 10 78 720 445 10
4687;Roger;Ruffin;27;1 78 04 90 550 313 83
4688;Marie;Ben;14;1 77 07 24 790 938 88
4689;Cyril;Ben;6;1 47 06 07 140 454 58
4690;François;Ben;119;1 65 03 45 335 910 62
4691;Cyril;Macron;66;1 54 09 56 791 929 59
4692;François;Ruffin;18;1 52 11 91 650 718 51
4693;François;Wilson;36;1 55 11 93 344 537 19
4694;Roger;Dugommier;5;1 67 05 26 911 886 16
4695;Margaux;Leforgeron;61;1 77 06 67 849 888 31
4696;Margaux;Jack;118;1 05 05 19 639 690 13
4697;Cyril;Ruffin;59;1 23 07 72 047 989 45
4698;Roger;Macron;18;1 61 09 26 230 706 20
4699;Margaux;Ben;119;1 37 01 18 955 889 29
4700;Roger;Macron;7;1 11 02 30 381 518 49
4701;Roger;Ruffin;56;1 01 06 84 579 797 50
4702;Jean;Dugommier;65;1 05 09 48 445 831 56
4703;Jean;Wilson;21;1 24 06 49 903 363 62
4704;Albert;Hammon;55;1 83 11 55 481 865 81
4705;Jean;Hammon;25;1 67 10 25 624 403 71
4706;Albert;Hammon;19;1 35 11 21 585 050 96
4707;Margaux;Valls;57;1 83 05 01 585 299 98
4708;François;Valls;40;1 24 08 40 539 885 93
4709;Marie;Hammon;115;1 55 06 86 459 227 48
4710;Jean;Leforgeron;6;1 53 01 57 935 984 04
4711;Marie;Ruffin;98;1 55 10 66 618 984 59
4712;François;Leforgeron;63;1 37 11 07 964 349 23
4713;Albert;Macron;57;1 74 03 01 129 042 57
4714;Jean;Macron;108;1 68 03 01 355 533 60
4715;Mathilde;Valls;12;1 32 11 19 206 006 45
4716;François;Valls;49;1 26 05 88 489 198 62
4717;Mathilde;Ben;75;1 78 01 83 602 632 98
4718;Mathilde;Valls;14;1 54 06 15 998 154 52
4719;Marc;Jack;54;1 58 01 85 921 081 22
4720;Benoit;Dugommier;57;1 34 06 70 124 423 63
4721;François;Jack;99;1 74 05 11 091 152 17
4722;Marie;Hammon;107;1 11 02 63 045 464 13
4723;Marc;Ruffin;99;1 53 07 94 823 519 30
4724;Nathan;Lepetit;21;1 85 03 76 270 530 31
4725;Jean;Valls;72;1 74 04 47 217 593 12
4726;François;Ruffin;17;1 85 11 65 031 213 88
4727;Margaux;Wilson;64;1 26 11 94 703 883 11
4728;Nathan;Wilson;54;1 23 05 12 559 398 35
4729;Marie;Lepetit;27;1 13 10 57 518 300 77
4730;Cyril;Leforgeron;44;1 07 02 47 380 471 90
4731;Albert;Macron;85;1 05 03 39 311 384 08
4732;Benoit;Dugommier;114;1 26 03 34 969 875 96
4733;Benoit;Ben;48;1 36 01 34 011 424 67
4734;Nathan;Lepetit;53;1 64 02 27 935 879 41
4735;Jean;Ruffin;100;1 28 03 77 908 540 64
4736;Nathan;Wilson;27;1 15 05 02 958 088 85
4737;Cyril;Hammon;88;1 54 11 81 410 769 09
4738;Nathan;Ruffin;3;1 02 10 19 434 038 21
4739;Marc;Dugommier;55;1 34 11 23 419 586 87
4740;Cyril;Leforgeron;38;1 47 10 82 852 631 94
4741;Marc;Valls;60;1 46 11 90 949 626 92
4742;Albert;Macron;94;1 32 11 41 948 756 12
4743;Benoit;Lepetit;117;1 36 09 91 184 495 49
4744;Nathan;Valls;69;1 76 01 22 057 190 25
4745;Albert;Dugommier;57;1 75 07 57 467 367 02
4746;Albert;Leforgeron;77;1 64 02 88 260 558 33
4747;Albert;Ben;3;1 65 04 84 238 279 01
4748;Mathilde;Valls;40;1 04 08 04 502 109 23
4749;Nathan;Valls;54;1 26 11 47 528 081 26
4750;Roger;Macron;101;1 52 04 91 497 309 90
4751;François;Dugommier;106;1 08 03 94 527 791 80
4752;Cyril;Ben;117;1 72 08 04 442 994 23
4753;Benoit;Jack;114;1 65 01 38 010 330 65
4754;Nathan;Dugommier;17;1 15 11 11 314 957 71
4755;François;Macron;80;1 81 10 41 512 014 06
4756;Benoit;Wilson;1;1 48 09 08 759 810 21
4757;Mathilde;Wilson;29;1 43 09 16 415 141 92
4758;Cyril;Ben;74;1 54 08 85 063 578 75
4759;Marc;Valls;63;1 18 06 78 743 753 42
4760;Margaux;Dugommier;83;1 13 04 21 386 362 93
4761;Roger;Leforgeron;98;1 83 10 80 223 987 60
4762;Marie;Lepetit;99;1 51 05 73 821 401 23
4763;Marie;Leforgeron;104;1 72 08 18 447 874 22
4764;Albert;Jack;106;1 81 07 77 390 202 16
4765;François;Hammon;78;1 66 08 27 588 829 97
4766;Albert;Ben;71;1 73 01 49 837 748 25
4767;Marc;Macron;11;1 82 08 94 215 676 21
4768;Nathan;Jack;52;1 45 02 20 525 117 32
4769;Mathilde;Ruffin;96;1 46 02 84 472 139 41
4770;Margaux;Leforgeron;8;1 47 10 20 408 692 74
4771;Marie;Lepetit;100;1 42 06 28 755 261 06
4772;Albert;Leforgeron;24;1 65 03 44 831 995 12
4773;Roger;Leforgeron;74;1 32 09 23 743 371 35
4774;Marie;Lepetit;74;1 32 10 87 629 427 28
4775;Benoit;Valls;8;1 53 11 74 806 187 62
4776;Mathilde;Wilson;109;1 84 10 50 845 787 53
4777;Benoit;Valls;61;1 14 11 60 979 069 68
4778;François;Hammon;90;1 54 08 02 520 334 04
4779;Marie;Valls;64;1 72 01 05 950 590 62
4780;Jean;Wilson;80;1 11 07 93 124 692 26
4781;Mathilde;Valls;38;1 76 11 91 501 878 54
4782;Margaux;Lepetit;33;1 53 08 83 301 803 67
4783;François;Lepetit;63;1 42 06 87 146 122 67
4784;Marie;Dugommier;95;1 05 02 83 214 091 34
4785;Jean;Macron;61;1 64 09 70 316 645 34
4786;Roger;Wilson;113;1 87 02 25 496 301 49
4787;Marie;Wilson;88;1 35 08 76 114 896 36
4788;Benoit;Lepetit;52;1 72 10 79 017 671 41
4789;Nathan;Lepetit;66;1 04 03 46 327 595 44
4790;Cyril;Wilson;36;1 66 06 55 763 945 61
4791;Nathan;Ben;112;1 77 02 04 671 356 96
4792;Cyril;Dugommier;64;1 84 08 52 389 216 58
4793;Margaux;Ruffin;118;1 32 06 63 161 387 94
4794;Roger;Leforgeron;27;1 12 05 73 742 688 68
4795;Marie;Jack;57;1 86 08 19 114 980 65
4796;François;Valls;87;1 11 07 71 919 733 23
4797;Nathan;Valls;19;1 35 09 63 305 706 68
4798;Marc;Lepetit;99;1 08 09 69 401 040 39
4799;François;Leforgeron;7;1 43 07 25 777 646 33
4800;Albert;Lepetit;85;1 71 06 33 310 582 05
4801;François;Ben;36;1 27 11 70 176 001 81
4802;François;Lepetit;14;1 24 08 06 109 222 53
4803;Cyril;Dugommier;97;1 04 08 10 227 503 54
4804;Jean;Hammon;23;1 56 06 38 222 015 46
4805;Marie;Wilson;47;1 68 03 26 688 736 18
4806;Benoit;Macron;84;1 72 01 15 252 664 45
4807;Roger;Leforgeron;33;1 05 03 34 998 031 93
4808;Roger;Dugommier;68;1 47 08 56 740 543 02
4809;Marie;Dugommier;115;1 74 10 83 741 935 22
4810;Marie;Ben;103;1 51 05 43 968 276 25
4811;Marie;Wilson;71;1 27 03 10 578 961 90
4812;François;Lepetit;68;1 32 03 71 119 347 63
4813;Benoit;Ben;41;1 36 04 72 192 324 04
4814;Marie;Dugommier;22;1 76 07 82 058 569 40
4815;Benoit;Wilson;33;1 88 10 23 568 552 29
4816;Jean;Lepetit;5;1 47 06 53 555 950 56
4817;Marie;Macron;81;1 68 03 21 208 109 07
4818;Nathan;Jack;113;1 82 02 02 330 684 81
4819;Marie;Dugommier;59;1 67 07 33 350 514 54
4820;François;Leforgeron;78;1 78 02 73 376 049 49
4821;Marc;Valls;116;1 33 07 75 158 991 93
4822;Nathan;Ruffin;7;1 31 02 56 675 887 19
4823;Cyril;Hammon;75;1 31 04 40 147 447 95
4824;Benoit;Hammon;95;1 46 10 63 603 293 87
4825;François;Dugommier;34;1 55 11 54 456 816 31
4826;Nathan;Ben;115;1 82 11 87 985 789 28
4827;François;Hammon;108;1 53 03 26 568 107 36
4828;Nathan;Ruffin;60;1 06 05 67 706 975 51
4829;Marc;Valls;104;1 07 02 19 097 560 94
4830;Marie;Dugommier;16;1 14 01 69 755 243 38
4831;Nathan;Ben;80;1 42 05 37 982 662 42
4832;Roger;Jack;106;1 08 08 32 435 833 32
4833;Mathilde;Jack;37;1 74 09 78 850 518 14
4834;Albert;Ruffin;24;1 61 01 93 997 361 82
4835;Marie;Ben;22;1 61 09 51 162 969 02
4836;François;Leforgeron;46;1 81 09 26 565 133 03
4837;Cyril;Lepetit;74;1 75 10 89 775 676 05
4838;Marc;Lepetit;44;1 61 01 05 776 407 38
4839;Jean;Lepetit;114;1 11 05 63 864 617 11
4840;Cyril;Valls;54;1 08 06 71 418 077 07
4841;Margaux;Ben;4;1 72 02 16 820 959 71
4842;Nathan;Macron;76;1 41 10 77 214 153 74
4843;Marc;Macron;21;1 84 06 83 135 557 73
4844;Jean;Wilson;41;1 33 07 38 401 550 60
4845;Nathan;Valls;49;1 77 03 59 920 761 85
4846;Mathilde;Dugommier;101;1 13 07 43 962 386 13
4847;Cyril;Valls;51;1 12 04 63 678 722 30
4848;Margaux;Jack;70;1 44 09 04 472 088 17
4849;François;Macron;61;1 05 10 12 642 541 85
4850;Marc;Hammon;2;1 62 06 80 905 777 29
4851;Albert;Ben;53;1 86 04 72 674 530 69
4852;Nathan;Ben;8;1 04 01 41 621 803 65
4853;Mathilde;Ben;7;1 53 04 58 340 424 12
4854;Marie;Macron;119;1 57 04 86 350 012 09
4855;Nathan;Ben;36;1 36 06 27 994 552 48
4856;Nathan;Hammon;109;1 58 08 85 897 427 89
4857;Mathilde;Leforgeron;20;1 13 02 63 822 272 20
4858;Mathilde;Jack;50;1 74 01 05 919 419 31
4859;Jean;Dugommier;36;1 37 05 18 059 606 24
4860;Nathan;Ben;43;1 55 07 49 780 359 35
4861;Benoit;Lepetit;35;1 33 11 75 705 106 47
4862;Albert;Lepetit;13;1 32 05 52 893 647 22
4863;Jean;Hammon;87;1 24 04 45 096 887 88
4864;Albert;Macron;39;1 43 07 85 684 043 09
4865;Marie;Leforgeron;98;1 81 03 27 007 916 77
4866;Benoit;Dugommier;61;1 05 08 76 295 560 50
4867;Cyril;Dugommier;60;1 04 10 28 385 420 46
4868;Marie;Lepetit;74;1 21 08 03 078 488 68
4869;Marie;Leforgeron;111;1 71 03 82 146 439 16
4870;Marie;Leforgeron;12;1 02 01 21 846 017 08
4871;Margaux;Macron;58;1 84 03 46 487 237 04
4872;Jean;Macron;43;1 35 06 09 774 810 48
4873;Albert;Ruffin;118;1 84 06 55 739 125 80
4874;Jean;Lepetit;112;1 73 05 10 235 530 05
4875;Mathilde;Macron;14;1 37 06 49 644 684 66
4876;Marc;Ben;13;1 63 08 39 862 444 17
4877;Marc;Macron;118;1 67 05 57 023 830 87
4878;Mathilde;Valls;97;1 48 01 11 743 188 64
4879;Marie;Valls;28;1 61 02 42 782 591 18
4880;Jean;Wilson;61;1 06 07 31 834 288 74
4881;Cyril;Ruffin;85;1 34 05 53 600 566 82
4882;Albert;Macron;98;1 82 10 65 139 759 11
4883;Margaux;Valls;58;1 56 06 05 448 710 47
4884;Benoit;Hammon;81;1 13 05 04 485 029 09
4885;Mathilde;Macron;49;1 26 04 06 837 298 26
4886;Mathilde;Ruffin;82;1 74 04 30 940 670 94
4887;Mathilde;Dugommier;48;1 68 11 49 191 451 92
4888;Nathan;Dugommier;30;1 82 01 88 229 269 09
4889;Benoit;Macron;47;1 02 10 36 600 440 37
4890;Nathan;Valls;110;1 04 03 55 471 112 33
4891;Cyril;Valls;43;1 42 04 57 153 833 62
4892;Mathilde;Jack;79;1 17 03 41 948 605 45
4893;Margaux;Ben;26;1 52 11 38 117 783 46
4894;Marie;Valls;106;1 24 04 87 511 838 13
4895;Marc;Leforgeron;46;1 44 07 52 808 674 81
4896;Benoit;Wilson;92;1 27 07 82 270 060 06
4897;Jean;Wilson;82;1 35 09 54 411 884 39
4898;Mathilde;Lepetit;107;1 67 05 94 495 425 82
4899;Cyril;Dugommier;57;1 14 05 35 304 631 50
4900;Nathan;Dugommier;92;1 41 02 32 473 442 56
4901;Benoit;Ruffin;10;1 13 01 45 593 072 89
4902;Mathilde;Leforgeron;69;1 53 05 23 246 839 21
4903;François;Jack;112;1 82 07 57 713 734 50
4904;Cyril;Wilson;55;1 08 07 41 248 512 09
4905;Benoit;Ruffin;23;1 06 06 07 277 221 30
4906;Marie;Leforgeron;14;1 17 04 51 983 886 92
4907;Benoit;Ben;10;1 54 04 85 401 023 63
4908;Marie;Lepetit;52;1 27 01 07 179 388 72
4909;Benoit;Valls;32;1 18 11 32 396 570 01
4910;Cyril;Lepetit;52;1 81 03 87 658 932 59
4911;Margaux;Ben;45;1 12 04 94 034 863 27
4912;Cyril;Dugommier;47;1 76 02 70 214 849 23
4913;Albert;Ben;10;1 65 07 70 208 447 08
4914;Marie;Dugommier;55;1 41 09 20 161 143 05
4915;Cyril;Lepetit;102;1 18 01 65 938 893 72
4916;Nathan;Ben;66;1 42 07 86 253 209 96
4917;Nathan;Macron;13;1 14 08 49 085 137 03
4918;Roger;Ben;50;1 73 09 16 338 127 78
4919;François;Jack;111;1 03 06 07 149 501 77
4920;Cyril;Valls;23;1 16 11 88 956 670 08
4921;Cyril;Jack;52;1 63 11 57 510 179 95
4922;Nathan;Lepetit;58;1 86 07 72 365 998 55
4923;Marc;Leforgeron;13;1 28 10 50 197 774 92
4924;Roger;Leforgeron;33;1 08 05 36 063 112 39
4925;François;Dugommier;75;1 64 08 21 742 082 04
4926;Marc;Macron;86;1 22 11 31 951 675 10
4927;Mathilde;Valls;96;1 32 10 53 154 709 94
4928;Benoit;Dugommier;116;1 54 06 79 789 493 35
4929;François;Wilson;61;1 52 01 94 795 838 67
4930;Marie;Wilson;82;1 57 09 50 206 034 46
4931;Mathilde;Jack;119;1 34 02 88 654 450 90
4932;Marc;Hammon;9;1 75 06 02 495 747 69
4933;François;Ben;48;1 72 06 63 990 262 19
4934;Marc;Leforgeron;75;1 72 03 37 808 292 23
4935;Cyril;Dugommier;32;1 15 02 33 742 505 28
4936;Marc;Ruffin;42;1 53 03 80 798 769 95
4937;Jean;Wilson;110;1 38 07 94 395 776 82
4938;Mathilde;Ruffin;42;1 71 01 42 610 572 66
4939;François;Ben;38;1 76 05 04 858 216 73
4940;Marie;Valls;80;1 83 11 21 907 593 68
4941;Nathan;Macron;13;1 46 10 10 847 488 84
4942;Marc;Valls;63;1 74 08 75 750 159 93
4943;Jean;Jack;24;1 47 09 41 190 035 49
4944;Roger;Valls;92;1 86 01 18 877 405 81
4945;Albert;Ruffin;48;1 04 06 84 727 468 50
4946;Jean;Valls;80;1 35 02 63 268 438 68
4947;Marc;Jack;116;1 77 08 01 791 008 56
4948;Roger;Jack;64;1 52 10 82 842 751 70
4949;François;Macron;115;1 72 04 38 655 499 25
4950;Albert;Leforgeron;21;1 62 07 66 986 569 95
4951;Benoit;Hammon;24;1 68 06 02 172 718 13
4952;Roger;Leforgeron;49;1 87 03 39 284 161 09
4953;Cyril;Valls;20;1 55 04 29 493 754 33
4954;Marc;Hammon;49;1 65 09 94 116 723 28
4955;Albert;Ben;52;1 48 04 60 069 175 78
4956;Mathilde;Lepetit;33;1 02 09 55 576 606 92
4957;Nathan;Valls;72;1 33 04 12 483 926 43
4958;Mathilde;Dugommier;74;1 74 10 40 536 919 40
4959;François;Dugommier;16;1 31 07 77 423 659 14
4960;Jean;Macron;11;1 28 07 21 706 562 58
4961;Marc;Valls;73;1 74 10 70 498 820 25
4962;Nathan;Hammon;29;1 73 06 58 037 055 84
4963;Marie;Ben;97;1 47 02 30 074 621 81
4964;Mathilde;Ben;21;1 18 06 27 217 988 40
4965;Roger;Macron;3;1 27 09 27 689 599 50
4966;Roger;Leforgeron;19;1 43 09 17 792 276 20
4967;Marie;Ben;6;1 46 10 37 388 429 65
4968;Jean;Ben;32;1 65 05 16 719 205 58
4969;Benoit;Leforgeron;65;1 83 10 86 472 742 79
4970;Albert;Ruffin;79;1 51 08 33 896 009 77
4971;Benoit;Lepetit;94;1 82 08 05 064 769 87
4972;Albert;Ruffin;101;1 13 08 91 655 991 28
4973;Roger;Hammon;20;1 72 05 23 024 698 81
4974;Nathan;Ruffin;57;1 86 06 16 958 300 47
4975;Cyril;Wilson;3;1 32 06 41 199 943 15
4976;Margaux;Ruffin;110;1 32 06 71 771 346 21
4977;Nathan;Dugommier;74;1 38 05 73 149 812 24
4978;Albert;Dugommier;70;1 04 03 74 906 169 55
4979;Marie;Macron;28;1 31 01 42 349 918 55
4980;Mathilde;Jack;88;1 48 11 71 564 618 89
4981;Roger;Dugommier;23;1 88 02 72 733 556 71
4982;Jean;Lepetit;82;1 41 03 88 061 760 77
4983;Nathan;Lepetit;70;1 23 10 03 574 484 94
4984;Jean;Leforgeron;38;1 33 01 55 474 755 84
